N,P,K,temperature,humidity,ph,rainfall,label
120,51,17,22.49,82.44,7.72,95.05,cotton
102,31,33,27.05,56.16,6.66,128.12,coffee
16,40,20,29.46,92.48,6.55,45.02,mungbean
26,76,18,17.36,21.39,5.56,109.05,kidneybeans
35,66,71,16.89,19.89,7.48,61.48,chickpea
25,56,22,27.58,79.6,6.52,51.96,mungbean
18,5,35,22.28,91.75,6.5,127.35,pomegranate
19,59,21,23.84,57.41,7.14,50.29,lentil
18,87,20,23.95,55.82,7.24,58.67,lentil
71,64,34,21.07,87.79,6.74,248.72,rice
106,8,40,24.6,86.22,6.8,38.28,watermelon
71,59,30,21.79,77.56,6.86,206.84,jute
17,8,33,20.64,92.89,6.89,124.4,pomegranate
29,68,17,22.21,65.45,6.57,50.44,lentil
35,61,22,28.58,68.22,6.89,50.24,blackgram
26,142,210,25.42,87.09,6.13,76.46,grapes
26,27,30,32.45,55.85,5.14,103.77,mango
73,45,36,27.2,81.93,6.18,254.68,rice
70,49,33,23.68,86.11,6.82,137.41,jute
83,77,50,29.27,82.0,6.09,88.09,banana
124,49,20,27.35,79.81,7.23,110.77,cotton
80,51,38,23.25,88.43,7.52,177.87,jute
24,63,80,18.82,13.92,7.38,67.01,chickpea
15,8,33,26.31,97.16,5.7,149.96,coconut
16,49,18,28.87,92.55,6.88,55.09,mungbean
24,81,23,26.04,51.81,5.48,151.45,pigeonpeas
96,85,49,25.29,86.45,6.02,135.73,banana
96,86,49,28.59,86.75,6.32,112.06,banana
16,77,23,23.83,51.03,6.57,44.0,lentil
18,56,22,28.53,80.13,6.89,50.19,mungbean
51,64,49,32.76,90.78,6.62,156.81,papaya
23,73,21,20.04,24.02,5.98,104.69,kidneybeans
120,5,53,24.35,83.99,6.4,41.97,watermelon
23,10,30,25.59,98.48,6.85,169.43,coconut
22,84,15,20.38,20.01,5.93,110.29,kidneybeans
77,46,22,23.8,57.12,6.79,110.7,maize
12,20,29,36.01,48.99,5.73,73.37,mango
15,128,191,20.54,84.22,6.21,82.09,grapes
17,47,26,25.15,38.74,7.11,43.21,mothbeans
52,68,47,35.65,95.33,7.12,135.1,papaya
24,11,10,24.49,90.36,6.58,120.84,orange
83,59,44,23.18,81.9,6.2,229.44,rice
21,10,32,24.74,95.39,6.03,179.63,coconut
40,59,22,34.65,64.91,7.15,70.85,blackgram
19,59,22,24.87,57.9,6.04,64.44,lentil
97,4,51,26.03,85.19,6.43,47.07,watermelon
17,30,38,34.78,40.39,6.03,92.33,mango
23,27,21,37.49,58.73,6.09,83.7,mango
27,48,23,28.18,43.96,5.57,173.53,pigeonpeas
27,9,46,19.6,87.28,5.79,135.09,pomegranate
18,54,18,27.0,83.89,6.35,68.21,mungbean
15,67,17,21.15,16.64,5.69,114.52,kidneybeans
16,41,16,32.25,54.66,7.57,37.77,mothbeans
25,10,26,27.8,98.42,6.28,185.95,coconut
20,72,25,16.87,26.85,5.83,96.52,kidneybeans
84,40,47,21.93,80.39,6.74,193.07,rice
9,46,19,27.7,84.43,6.78,48.5,mungbean
76,44,36,27.03,84.02,6.12,257.54,rice
25,12,51,20.44,92.87,6.47,128.5,pomegranate
88,43,33,21.64,86.58,6.51,168.49,jute
20,54,12,25.09,60.7,6.69,48.94,lentil
19,50,23,29.74,42.28,7.13,49.35,mothbeans
17,63,22,25.29,51.1,6.49,129.74,pigeonpeas
10,9,33,23.3,92.35,6.23,98.51,pomegranate
19,50,19,26.37,52.12,6.89,50.18,mothbeans
38,61,17,28.04,63.64,7.37,61.95,blackgram
52,66,47,32.22,96.98,7.1,156.86,papaya
79,37,25,28.67,58.19,6.97,150.22,coffee
95,84,46,26.88,72.43,6.19,131.47,banana
18,23,34,33.35,50.84,6.07,94.43,mango
39,70,80,19.92,15.69,7.15,76.11,chickpea
92,12,53,29.08,95.95,6.14,24.06,muskmelon
18,28,35,29.11,44.94,5.03,86.76,mango
34,64,18,32.04,63.11,7.62,74.31,blackgram
89,10,49,29.14,92.35,6.41,23.44,muskmelon
22,53,23,28.01,56.92,6.18,162.03,pigeonpeas
93,54,18,21.8,63.39,7.03,95.73,maize
24,10,9,21.74,91.37,7.18,115.51,orange
18,6,48,24.86,87.35,6.54,99.79,pomegranate
17,8,10,20.81,87.73,7.06,126.1,orange
20,73,13,25.39,56.81,7.46,56.23,lentil
94,6,47,25.31,83.83,6.44,53.34,watermelon
23,29,26,29.09,81.12,6.75,51.76,mungbean
24,8,23,33.57,96.57,5.92,192.38,coconut
13,51,14,24.4,88.7,6.85,49.43,mungbean
23,5,40,24.55,97.05,5.7,162.62,coconut
14,49,13,29.11,45.26,7.57,42.25,mothbeans
16,47,19,30.23,48.93,6.51,68.9,mothbeans
55,68,52,37.29,96.91,6.93,132.42,papaya
19,12,30,27.18,94.77,5.57,213.76,coconut
87,54,35,26.31,74.99,6.68,295.71,rice
89,54,21,24.63,70.85,6.75,99.73,maize
102,10,54,25.55,82.07,6.32,30.21,watermelon
17,127,215,20.01,80.93,6.38,67.0,grapes
104,13,23,21.13,58.88,6.87,165.66,coffee
26,10,35,23.42,91.99,6.19,115.72,pomegranate
15,15,49,22.01,89.97,6.81,126.42,pomegranate
38,61,90,18.15,17.37,7.17,80.65,chickpea
93,57,19,25.48,65.74,6.07,80.8,maize
17,28,31,29.52,53.62,5.83,69.26,mango
11,13,30,23.3,88.9,6.71,90.01,pomegranate
19,39,19,25.12,79.4,6.9,56.04,mungbean
123,50,21,24.54,79.74,7.45,60.31,cotton
17,53,20,25.41,85.82,7.36,54.93,mungbean
83,48,21,20.66,65.85,5.63,88.33,maize
23,65,21,18.91,21.51,5.81,94.97,kidneybeans
20,59,17,24.93,54.89,5.16,163.07,pigeonpeas
85,43,43,23.56,89.16,6.9,162.6,jute
107,24,29,23.75,55.26,6.88,149.97,coffee
116,46,20,21.71,76.17,6.46,66.16,cotton
85,45,40,23.82,80.06,6.45,159.19,jute
125,41,18,19.83,78.53,6.67,81.19,cotton
24,37,21,24.04,48.23,7.56,40.52,mothbeans
85,9,48,28.67,86.2,6.55,58.37,watermelon
96,79,46,29.46,82.31,6.08,117.13,banana
27,72,24,24.82,43.17,5.94,150.06,pigeonpeas
81,55,11,26.68,64.3,6.64,74.4,maize
17,115,209,28.73,83.99,6.08,74.09,grapes
21,30,31,34.75,51.18,5.65,81.26,mango
80,67,39,24.1,81.83,6.15,264.28,rice
19,128,185,18.71,91.52,6.1,126.49,apple
93,64,51,25.45,76.0,5.85,131.17,banana
116,30,26,27.27,55.74,6.57,117.12,coffee
19,49,17,30.34,42.12,7.0,61.82,mothbeans
26,149,203,19.36,91.08,6.12,111.12,apple
18,51,22,26.82,85.34,6.09,64.42,mungbean
132,47,20,24.68,95.93,7.4,90.52,cotton
12,8,32,25.29,95.53,6.07,171.26,coconut
100,78,52,25.69,76.94,5.84,125.3,banana
120,50,14,23.73,82.82,6.95,70.49,cotton
25,130,223,21.45,90.7,6.24,85.66,apple
21,4,42,23.6,89.76,7.02,122.9,pomegranate
89,28,32,26.76,57.71,6.73,169.03,coffee
28,62,84,20.41,18.54,7.22,87.74,chickpea
14,8,0,20.73,91.75,7.17,105.97,orange
40,83,23,33.29,66.96,7.35,62.76,blackgram
110,49,17,25.64,80.7,6.66,81.22,cotton
39,55,85,17.03,14.57,7.06,97.23,chickpea
69,51,38,24.93,84.37,6.48,204.6,rice
93,55,42,25.31,81.6,7.16,199.47,jute
73,71,46,33.54,94.26,7.04,151.64,papaya
18,70,19,27.31,47.35,5.39,146.43,pigeonpeas
103,31,32,26.41,71.5,6.78,178.73,coffee
102,6,52,24.27,84.03,6.57,51.03,watermelon
33,64,75,18.75,21.87,7.1,76.21,chickpea
87,40,39,17.02,76.88,6.42,192.57,rice
20,13,11,20.81,85.02,6.93,125.42,orange
45,75,19,28.8,57.21,7.25,74.24,blackgram
115,74,56,27.71,70.95,6.19,103.23,banana
101,15,42,24.3,87.47,6.6,51.8,watermelon
24,55,24,26.84,48.94,5.75,134.24,pigeonpeas
114,46,20,24.72,79.93,6.83,50.55,cotton
70,50,35,23.38,75.3,6.78,193.87,jute
114,32,25,25.12,58.17,6.83,178.33,coffee
17,54,14,29.82,80.98,6.79,47.52,mungbean
86,79,50,23.33,86.94,6.04,110.72,banana
22,54,21,27.58,88.78,6.28,60.54,mungbean
78,61,45,24.69,83.58,6.68,175.68,jute
18,132,215,22.16,79.35,5.42,74.8,grapes
19,32,35,32.33,45.18,5.03,68.65,mango
87,11,61,30.62,96.24,6.37,29.84,muskmelon
17,124,213,24.64,91.73,6.21,93.85,apple
135,48,17,24.72,82.09,7.02,82.68,cotton
96,13,53,28.26,82.03,6.4,57.59,watermelon
104,31,32,25.7,61.48,6.07,162.22,coffee
19,67,19,26.44,62.09,6.89,37.29,lentil
18,9,5,25.08,83.7,7.81,132.53,orange
89,57,21,20.21,73.17,5.74,94.54,maize
45,53,47,37.85,90.8,7.07,139.36,papaya
18,11,42,19.34,92.99,6.84,93.05,pomegranate
63,49,52,36.46,94.28,7.05,153.82,papaya
16,28,34,33.1,42.88,6.56,85.38,mango
21,67,17,24.41,53.83,7.36,36.44,lentil
58,63,44,33.22,98.05,6.83,140.09,papaya
112,57,20,25.22,75.51,6.11,72.15,cotton
24,64,19,24.47,63.42,7.04,47.8,lentil
124,37,23,18.36,84.17,7.28,73.51,cotton
19,5,36,19.69,92.43,6.54,90.72,pomegranate
24,9,25,25.46,93.96,5.46,154.93,coconut
74,39,16,24.82,62.66,6.34,89.3,maize
77,45,43,24.39,80.2,6.85,197.57,rice
67,50,46,25.08,81.06,7.15,144.11,jute
25,55,20,28.46,53.37,6.89,59.04,mothbeans
15,33,34,33.45,50.04,5.23,109.67,mango
24,135,209,22.37,80.03,6.51,65.03,grapes
125,57,16,24.04,74.66,6.98,76.61,cotton
7,13,27,24.34,96.88,5.99,199.32,coconut
60,37,22,22.84,64.08,6.21,95.21,maize
101,11,52,26.99,88.63,7.05,22.58,muskmelon
102,3,46,26.78,90.36,6.47,24.46,muskmelon
27,10,11,26.61,90.08,7.33,114.13,orange
26,55,19,28.49,46.53,7.34,48.0,mothbeans
22,52,22,29.15,82.34,6.95,36.42,mungbean
120,62,24,25.82,83.98,7.21,97.38,cotton
22,7,8,17.92,91.42,6.91,114.49,orange
17,27,33,34.06,52.85,5.84,117.47,mango
84,59,44,27.81,78.16,6.76,235.5,rice
89,52,18,24.04,50.76,6.66,63.9,maize
24,67,15,27.4,58.52,6.5,138.76,pigeonpeas
21,34,26,33.78,47.36,6.11,73.12,mango
40,70,88,18.98,24.81,7.17,53.59,chickpea
87,25,28,28.61,62.62,7.14,176.4,coffee
26,8,5,22.29,90.96,6.75,108.8,orange
14,23,23,29.73,35.75,6.02,125.81,mango
20,127,182,18.05,80.46,6.36,82.56,grapes
71,45,41,25.45,79.6,6.44,196.81,rice
91,70,48,26.75,80.51,5.91,114.5,banana
72,38,38,23.94,82.98,6.78,187.55,jute
95,81,44,29.06,71.03,6.16,100.1,banana
14,53,18,27.82,49.52,5.83,121.09,pigeonpeas
16,11,14,21.0,93.6,6.69,146.69,orange
53,63,80,17.02,13.04,6.82,79.44,chickpea
108,7,51,22.37,86.22,7.09,40.05,watermelon
19,59,18,24.67,64.55,6.73,37.91,lentil
67,57,36,24.32,87.25,6.46,160.46,jute
20,74,16,21.43,67.9,6.56,61.36,lentil
20,117,214,22.28,91.66,6.27,115.02,apple
110,32,28,28.2,62.57,6.86,164.81,coffee
15,50,23,27.31,95.49,6.54,50.32,mungbean
21,72,21,20.78,18.02,6.11,127.54,kidneybeans
81,37,41,21.04,83.47,7.02,202.19,jute
54,53,50,32.79,94.51,6.75,144.12,papaya
35,70,74,18.72,16.9,6.94,78.07,chickpea
21,10,9,20.36,90.37,7.13,89.22,orange
90,13,41,23.89,90.03,6.37,36.85,watermelon
97,11,51,27.79,90.68,5.97,29.94,muskmelon
71,51,21,23.02,62.25,5.93,89.62,maize
119,42,23,19.26,77.34,7.25,75.59,cotton
25,76,21,28.22,58.81,6.0,116.36,pigeonpeas
120,56,16,27.27,84.51,6.98,77.77,cotton
20,11,38,28.12,95.8,6.07,165.33,coconut
14,50,17,29.61,84.83,6.22,54.21,mungbean
20,69,17,23.32,61.15,6.35,53.5,lentil
88,26,22,31.15,49.73,6.8,182.87,coffee
17,51,23,25.79,46.17,6.74,36.04,mothbeans
93,35,47,24.49,74.26,6.73,160.55,jute
114,45,13,25.89,84.1,7.0,57.09,cotton
24,13,39,20.78,93.68,6.14,116.58,pomegranate
24,69,16,26.44,46.96,5.97,148.52,pigeonpeas
19,14,32,23.74,91.46,5.98,150.75,coconut
42,67,44,31.28,93.1,7.28,139.71,papaya
89,52,30,25.55,76.14,7.13,146.09,jute
30,39,30,23.83,56.18,5.58,82.98,mango
77,65,25,23.37,65.19,6.25,99.2,maize
78,43,43,24.91,73.4,6.22,152.42,jute
119,41,15,19.81,79.34,6.87,69.86,cotton
102,13,42,26.32,86.74,5.88,57.99,watermelon
29,74,21,28.24,51.97,5.23,134.42,pigeonpeas
100,16,33,24.39,47.21,6.56,148.6,coffee
16,8,38,22.04,92.15,6.48,110.24,pomegranate
107,24,32,26.05,57.72,6.65,147.24,coffee
17,48,19,30.79,70.81,6.7,48.94,mungbean
41,48,49,33.03,90.75,6.77,128.46,papaya
108,14,35,26.37,80.72,6.65,51.28,watermelon
34,54,23,27.15,53.86,6.18,125.34,pigeonpeas
100,14,41,23.9,83.34,6.39,57.4,watermelon
76,41,21,20.7,65.14,6.2,106.29,maize
20,25,37,34.32,53.93,5.67,124.78,mango
22,112,189,24.73,83.23,6.49,68.55,grapes
15,59,19,26.72,89.99,6.61,57.6,mungbean
87,48,18,23.9,66.97,6.56,99.53,maize
34,54,26,32.51,61.1,7.08,74.17,blackgram
17,115,214,22.79,89.52,5.88,135.17,apple
117,44,14,24.68,80.74,6.55,86.8,cotton
15,8,33,22.32,92.0,6.1,103.17,pomegranate
96,53,18,26.81,61.97,6.5,94.49,maize
21,3,9,17.46,88.38,6.94,129.14,orange
18,54,25,24.38,56.26,6.97,61.67,lentil
19,13,29,31.69,95.27,6.32,191.1,coconut
34,63,86,14.23,26.41,7.32,83.35,chickpea
33,62,78,15.81,14.54,6.86,93.12,chickpea
40,60,19,27.01,71.82,6.91,65.11,blackgram
20,89,21,25.49,49.52,5.29,138.39,pigeonpeas
92,43,17,23.44,62.24,6.45,93.04,maize
21,112,206,20.84,80.13,5.56,77.32,grapes
34,75,80,19.04,21.59,7.15,88.07,chickpea
85,10,55,28.13,87.48,6.55,33.43,muskmelon
17,91,17,22.66,57.17,6.9,45.3,lentil
45,72,75,20.67,15.39,7.24,85.51,chickpea
104,12,48,27.19,88.77,6.41,19.8,muskmelon
52,51,51,32.73,93.3,6.79,146.11,papaya
14,9,3,23.51,93.36,7.5,107.09,orange
40,71,20,27.94,65.23,6.68,70.81,blackgram
40,70,37,32.7,83.02,6.55,137.64,papaya
100,41,31,26.79,60.19,6.72,185.88,coffee
23,24,26,27.36,50.77,5.77,112.04,mango
16,17,15,26.98,91.01,7.73,115.53,orange
105,10,44,27.71,90.89,5.77,20.1,muskmelon
23,72,16,19.51,21.88,5.76,115.01,kidneybeans
21,127,222,19.05,79.75,6.61,71.31,grapes
39,56,53,37.15,93.25,7.15,141.32,papaya
21,71,17,27.75,69.96,6.96,65.9,lentil
21,140,213,20.46,88.74,5.79,124.64,apple
17,55,20,29.29,80.21,6.52,45.41,mungbean
87,44,42,22.57,79.67,6.57,172.6,rice
16,60,20,29.77,80.89,6.33,44.31,mungbean
10,6,17,24.33,97.75,7.25,98.87,orange
26,137,199,24.15,82.89,6.16,51.74,grapes
75,43,46,23.9,81.39,6.85,153.58,jute
21,123,216,22.08,89.64,6.07,139.45,apple
24,9,31,29.29,96.58,6.24,152.02,coconut
18,21,36,35.7,49.79,6.66,96.37,mango
94,24,21,26.64,49.89,6.57,171.76,coffee
17,9,12,23.05,93.83,6.93,104.87,orange
121,56,17,21.34,73.54,6.65,88.93,cotton
20,46,24,29.77,93.08,6.28,49.65,mungbean
21,34,17,34.01,83.47,6.92,43.49,mungbean
25,121,182,24.99,83.91,6.16,49.86,grapes
18,65,18,21.49,21.46,5.61,129.82,kidneybeans
21,45,19,30.03,79.8,7.28,31.79,mungbean
106,15,50,28.07,91.22,6.34,20.86,muskmelon
91,12,62,29.5,86.03,6.19,25.61,muskmelon
42,62,19,28.12,70.6,6.91,84.53,blackgram
24,120,204,23.35,83.88,5.91,66.93,grapes
51,45,52,35.05,91.77,7.51,134.76,papaya
15,9,35,22.89,88.87,6.11,116.62,pomegranate
102,8,47,22.09,84.26,6.36,44.84,watermelon
109,11,61,26.47,94.47,5.91,25.79,muskmelon
91,8,52,32.61,93.82,6.44,27.65,muskmelon
95,7,51,26.15,89.02,6.65,34.5,muskmelon
85,54,41,23.33,79.09,7.08,147.34,jute
26,135,189,22.56,89.32,5.95,101.68,apple
19,14,1,24.03,94.15,7.34,109.03,orange
101,13,52,24.63,80.77,6.58,35.08,watermelon
113,22,32,23.0,58.47,7.02,155.71,coffee
102,26,22,24.56,52.27,6.6,160.66,coffee
22,11,13,28.09,92.37,7.33,104.73,orange
97,72,59,25.48,83.32,6.32,96.67,banana
45,76,22,30.55,60.01,7.0,64.67,blackgram
20,96,193,24.03,90.83,5.86,94.38,apple
30,8,29,25.46,93.74,6.68,193.81,coconut
48,61,43,36.69,91.96,6.89,136.34,papaya
26,32,15,29.49,54.72,5.86,79.64,mango
104,100,41,28.56,75.44,5.99,101.28,banana
19,45,16,25.66,50.32,6.58,53.16,mothbeans
22,0,10,17.53,93.94,7.44,96.11,orange
55,61,49,36.09,93.21,6.55,134.79,papaya
122,53,16,24.52,86.59,7.17,80.87,cotton
81,45,47,18.2,87.46,6.87,167.8,rice
67,85,50,23.64,81.55,6.14,113.84,banana
26,43,12,27.18,52.57,7.02,54.28,mothbeans
26,85,18,24.72,57.92,6.8,65.33,lentil
118,11,37,30.93,95.27,6.19,28.59,muskmelon
11,8,45,25.06,97.3,5.82,185.18,coconut
108,82,50,25.33,71.41,6.07,118.57,banana
41,57,81,17.2,15.41,7.18,98.57,chickpea
7,65,20,17.7,23.16,5.74,136.33,kidneybeans
23,68,19,22.76,60.36,7.1,38.57,lentil
22,74,18,17.59,18.87,5.65,104.72,kidneybeans
93,28,26,24.04,55.96,6.59,173.67,coffee
104,81,58,24.04,80.7,6.02,117.2,banana
91,8,57,27.96,86.39,6.28,24.61,muskmelon
22,13,41,16.51,88.5,6.86,97.89,pomegranate
19,137,191,21.65,88.06,6.07,114.88,apple
25,9,33,26.61,95.07,5.86,171.37,coconut
15,70,17,26.23,60.76,6.92,42.17,lentil
59,49,53,29.61,91.73,7.13,136.73,papaya
22,51,17,28.85,54.4,5.91,55.03,mothbeans
31,75,24,28.74,63.61,6.69,67.97,blackgram
17,15,25,24.32,98.06,6.36,183.64,coconut
31,72,85,19.94,19.99,6.77,58.67,chickpea
73,60,46,26.23,89.14,7.47,171.5,jute
52,46,53,31.28,96.68,6.79,126.3,papaya
18,56,20,21.8,19.28,6.26,117.66,kidneybeans
19,69,24,29.47,54.35,5.82,122.22,pigeonpeas
19,8,9,20.36,90.92,7.61,96.31,orange
21,80,22,20.83,23.39,5.81,118.37,kidneybeans
15,144,221,20.73,94.02,5.65,131.06,apple
12,27,25,32.71,41.91,5.94,85.55,mango
92,7,55,30.95,94.85,6.46,25.46,muskmelon
70,59,40,24.35,85.59,6.46,170.49,jute
15,28,35,33.35,50.17,5.66,109.21,mango
96,8,47,24.52,76.76,6.62,41.54,watermelon
74,39,39,25.41,77.07,6.65,214.09,rice
81,65,41,23.58,78.59,6.46,200.12,jute
17,36,29,31.33,38.92,5.72,107.55,mango
23,58,19,25.89,48.06,5.83,130.45,pigeonpeas
25,62,22,17.82,24.67,5.85,118.3,kidneybeans
43,54,18,29.34,73.37,6.92,47.99,blackgram
37,58,22,33.38,73.35,7.37,68.02,blackgram
100,78,47,24.85,77.84,5.36,93.96,banana
20,65,15,25.02,69.46,6.45,42.27,lentil
22,59,15,16.96,25.34,5.61,133.01,kidneybeans
113,74,55,26.13,88.77,5.89,92.39,banana
23,116,195,20.49,82.38,5.85,71.77,grapes
26,58,22,29.29,59.15,5.84,154.25,pigeonpeas
9,75,20,22.95,69.49,6.83,39.64,lentil
22,8,39,21.38,92.48,6.18,109.23,pomegranate
122,53,22,22.14,80.96,7.44,76.89,cotton
52,65,78,21.16,18.67,7.14,112.48,chickpea
70,47,20,23.14,67.11,6.85,96.8,maize
20,138,188,20.82,89.97,5.83,122.23,apple
29,69,23,29.25,71.76,7.39,86.64,blackgram
27,143,211,22.65,92.07,6.23,104.12,apple
14,33,29,31.67,48.61,6.11,106.75,mango
73,92,46,28.37,83.71,5.74,114.91,banana
23,116,202,23.62,91.4,6.11,95.13,apple
134,55,23,22.66,84.02,7.59,69.67,cotton
73,54,36,23.27,84.52,6.76,193.99,rice
45,75,19,28.46,56.13,6.79,63.83,blackgram
108,14,53,28.07,92.42,5.84,24.33,muskmelon
87,13,56,23.01,89.07,6.46,54.19,watermelon
97,33,28,23.58,59.83,6.47,170.71,coffee
94,12,47,28.32,84.62,6.7,57.46,watermelon
82,46,46,22.23,77.02,6.54,169.42,jute
41,70,78,19.67,15.58,7.26,59.81,chickpea
71,41,45,21.7,76.19,7.23,179.88,jute
21,39,17,26.56,85.55,6.51,54.94,mungbean
11,128,224,23.08,82.91,6.55,65.96,grapes
87,39,36,26.51,75.71,6.48,151.43,jute
22,64,23,30.79,78.06,6.93,49.47,mungbean
26,151,207,18.33,90.33,6.18,103.68,apple
13,140,201,18.2,81.1,6.19,66.67,grapes
23,14,35,28.13,97.14,5.68,144.95,coconut
20,51,23,25.33,46.25,6.49,53.79,mothbeans
82,48,14,20.62,64.28,5.72,99.0,maize
18,13,31,30.22,97.39,5.86,139.1,coconut
17,5,39,21.15,88.69,6.63,98.74,pomegranate
72,50,38,22.42,74.65,6.52,196.71,jute
92,70,39,26.94,77.19,5.57,122.84,banana
25,86,20,25.69,42.26,6.1,162.08,pigeonpeas
47,82,21,27.89,63.72,7.09,90.68,blackgram
66,52,41,24.0,83.73,6.3,236.97,rice
27,73,25,24.19,47.38,5.71,154.43,pigeonpeas
16,18,29,35.92,54.02,6.68,108.24,mango
20,8,35,17.99,87.91,6.64,99.46,pomegranate
18,140,187,21.7,83.78,6.0,75.85,grapes
10,134,198,24.77,89.98,5.94,126.83,apple
53,74,20,32.7,57.44,6.6,48.22,blackgram
17,4,7,27.69,87.53,7.0,110.51,orange
74,49,20,25.65,64.52,6.31,99.12,maize
117,28,28,27.01,57.21,7.36,159.92,coffee
101,11,54,30.08,91.48,6.26,36.75,muskmelon
18,82,20,21.0,24.0,5.93,122.58,kidneybeans
15,123,205,25.9,85.36,6.63,69.33,grapes
15,77,21,31.38,45.61,5.85,144.63,pigeonpeas
90,26,28,27.89,61.48,6.88,159.94,coffee
18,10,9,22.87,95.86,6.96,92.56,orange
106,73,47,26.99,79.79,6.22,74.78,banana
21,30,28,32.58,48.31,5.8,90.88,mango
12,141,198,23.61,83.2,5.68,74.56,grapes
21,71,27,23.95,58.41,6.85,60.72,lentil
